Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
af335f8b-6bab-39ba-b0b0-7a3fdc8191c6,4597ef22-9240-31d0-aa44-32f02ea0f56f,Raymond398 Hayes766,M,GENERAL PRACTICE,740 EAST STATE STREET,SHARON,PA,16146,39.90743300000001,-75.267787,15243
ad5daf84-9c6f-3390-bc7f-1a1b51f89373,1b87b502-caf4-333d-aa92-7a6ffda83b1a,Princess223 Pacocha935,F,GENERAL PRACTICE,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,40.009376,-75.133346,3828
0684c44b-7b50-3e8b-8e2e-0f24d3405baa,60d7c1cc-fcbd-3be1-bf78-dd7840fa11bb,Randolph418 Botsford977,M,GENERAL PRACTICE,800 SPRUCE STREET,PHILADELPHIA,PA,19107,40.009376,-75.133346,3773
9db94a41-0661-3aca-9a2d-a02cb991d413,0231644b-4298-3812-b396-460a43d1094b,Sheryll569 Hammes673,F,GENERAL PRACTICE,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,40.177453,-74.923416,519
b6a809b8-42b1-3139-9dc5-fa25f75f0af0,7bc093d1-5d2c-3b02-a883-726591e1a2b0,Darcy899 Kuphal363,F,GENERAL PRACTICE,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,40.009376,-75.133346,2656
685a8974-3137-32b2-afab-4be8eb583d87,6c541269-2659-39cf-8e4d-ebea03fad6b1,Lissette621 Walker122,F,GENERAL PRACTICE,5800 RIDGE AVE,PHILADELPHIA,PA,19128,40.009376,-75.133346,2252
13714faa-34a2-3238-98e7-abeb80db99f2,884167f3-fdc4-3a42-b8b5-c7ab6d063efc,Burt293 Ruecker817,M,GENERAL PRACTICE,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,40.009376,-75.133346,2344
f5d6b413-be7a-33bc-bb18-16b1deb2dcc8,17cf0820-b3fd-3c66-8443-adb5ea247b85,Harley673 Moen819,M,GENERAL PRACTICE,3300 TILLMAN DRIVE,BENSALEM,PA,19020,40.106223,-74.943641,8198
215e6362-132a-3f0b-ab7d-2f2f6bae3d8b,6e099510-4f48-3174-a90c-8f0a832d2c87,Loris321 Skiles927,F,GENERAL PRACTICE,34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,40.009376,-75.133346,3646
41080202-2f30-3ce7-9e70-f29deed17242,69c66b65-96fc-3702-a7d1-ea4ba3ac3b87,Akiko835 Funk324,F,GENERAL PRACTICE,160 EAST ERIE AVE,PHILADELPHIA,PA,19134,40.009376,-75.133346,4217
6a49a8fb-449b-3a8e-a33a-945a7e699988,761839ba-d5a2-3842-946e-8d2c11e43292,Asa127 Padberg411,M,GENERAL PRACTICE,3551 N BROAD STREET,PHILADELPHIA,PA,19104,40.009376,-75.133346,4560
c177f3f8-9bce-3c19-ae5a-bc816bd0a77a,e4b11fe6-6853-391f-af18-9331100f7849,Bryan958 Goldner995,M,GENERAL PRACTICE,3900 Woodland Avenue,Philadelphia,PA,19104,39.94543,-75.208595,1384
52d0e569-298a-3031-8100-bb89d4d57535,e890d852-5f97-391a-9685-2095c301e7d8,Arnulfo253 O'Kon634,M,GENERAL PRACTICE,213-217 North 4th Street,Philadelphia,PA,19106,39.954792,-75.14627,456
8fc2c2b2-db8b-3ca7-a1e8-dc3a442ea735,17af0dd9-bf38-3349-9ea2-ccd6be9acb0b,Oretha285 Swift555,F,GENERAL PRACTICE,320 E. Johnson Hwy  Suite 201,Norristown,PA,19401,40.128048,-75.32217,63
617e93ef-2231-3891-adee-9b32bbccb0e2,c9a5cf78-a4fe-3c7b-96a6-43e85d87b05b,Ermelinda113 Emmerich580,F,GENERAL PRACTICE,101 E. Olney Avenue,Philadelphia,PA,19120,40.035076,-75.11968,2475
d37bcd06-c735-3ba0-8548-c8e9c041d068,959bbc9a-64c3-3765-aa44-cd487181ef00,Kelly223 Gulgowski816,M,GENERAL PRACTICE,801 Arch Street Suite 502,Philadelphia,PA,19107,39.95318,-75.15322,772
9ae16943-af82-3de0-9407-711bb1127e3c,5d7da71b-42e9-3477-9b0c-b4d5bd465cfe,Iola859 O'Kon634,F,GENERAL PRACTICE,1601 WALNUT ST,PHILADELPHIA,PA,19102-2902,40.009376,-75.133346,33
ccd5639a-a607-369f-b458-75fb7ca049be,fa0cfa78-5791-3e05-9f3b-10304cf834ad,Veronica155 Huels583,F,GENERAL PRACTICE,7246 RISING SUN AVE,PHILADELPHIA,PA,19111-3948,40.009376,-75.133346,36
a01d36ba-0593-3c83-a9a1-76b365e2cf15,bd8a251e-8630-3b8b-a546-416aac96c65e,Octavio643 Castellanos521,M,GENERAL PRACTICE,1750 LIMEKILN PIKE,DRESHER,PA,19025-1502,40.114808,-75.180152,108
f4189184-0e39-3dcd-b864-10ccdaec6ef4,81ba482c-3559-32cb-b0c9-765cd04d870a,Judson999 Schamberger479,M,GENERAL PRACTICE,31 BN NARBERTH AVE,NARBERTH,PA,19072-2347,40.007677,-75.263451,208
38575027-9e98-3b14-8706-ee071b7caa8f,3d6aa798-ff3c-37df-bec7-06c4c2b9c187,Isabela97 Ávalos396,F,GENERAL PRACTICE,1422 CHESTNUT ST,PHILADELPHIA,PA,19102-2509,40.009376,-75.133346,28
13f4459b-57f1-3c9e-a1d3-e194d58699e2,e2845ab4-29ce-3ea9-9567-34ce868e464d,Percy315 Mills423,M,GENERAL PRACTICE,714 REED ST,PHILADELPHIA,PA,19147-5739,40.009376,-75.133346,40
690a312a-95e1-3a94-9ceb-8b31095e559d,4349a53f-28fd-3770-a577-c40aaf2b16c3,Devorah937 Denesik803,F,GENERAL PRACTICE,60 S LANSDOWNE AVE,LANSDOWNE,PA,19050-2343,39.940758,-75.276031,130
57edbf4b-443f-3e5a-ba29-529224270b13,8603bfc4-0660-3f54-816d-b426ef97a007,Elvis145 Funk324,M,GENERAL PRACTICE,505 ROCKAVON RD,NARBERTH,PA,19072-2318,40.007677,-75.263451,113
442c139f-1fec-30ca-804b-ee42cc4ad598,c4c607a6-54af-354e-b8bf-e2b97d8e549c,Willow678 Waters156,F,GENERAL PRACTICE,4900 WYALUSING AVE,PHILADELPHIA,PA,19131-5127,40.009376,-75.133346,45
0e329936-c130-3edb-ab71-c540ca4dee4f,40bfa84a-8992-31a7-8580-a9ca6613c537,Irish781 Shields502,F,GENERAL PRACTICE,101 GREENWOOD AVE,JENKINTOWN,PA,19046-2603,40.096266,-75.129632,157
3c8bcd75-5c43-3894-a673-a776289f4253,3f95c68a-e04f-3618-bc31-0e51ba5b055c,Hannelore734 Lowe577,F,GENERAL PRACTICE,6808 TORRESDALE AVE,PHILADELPHIA,PA,19135-2314,40.009376,-75.133346,53
c7d03024-f642-3d15-b551-7f8d857641eb,7820c3f4-52c1-38d1-b0ab-58e5a5110d43,Edmund685 Price929,M,GENERAL PRACTICE,135 S 19TH ST,PHILADELPHIA,PA,19103-4906,40.009376,-75.133346,28
b7bb05d3-ae98-3490-92b7-1100f7587f53,b9eef77c-c1c2-346c-befc-ed4561e97be5,Jimmie93 Klocko335,M,GENERAL PRACTICE,101 OLD YORK RD,JENKINTOWN,PA,19046-3912,40.096266,-75.129632,34
e2feb336-606a-3c98-9be4-c57c88a7bb31,b549fbf8-73f8-3965-bcad-b32732d72d70,Julia241 Zelaya592,F,GENERAL PRACTICE,1601 WALNUT ST,PHILADELPHIA,PA,19102-2909,40.009376,-75.133346,41
af3a61c9-a3a5-3714-a534-4f16cb249054,2dadc4ab-d9c7-3bd8-a67f-cc22704c91d3,Lazaro919 McKenzie376,M,GENERAL PRACTICE,115 E GLENSIDE AVE,GLENSIDE,PA,19038-4618,40.10321,-75.151772,60
9e20c665-340f-30ef-951a-ee401162c0b2,4cb3415e-c5aa-3ccd-bb80-2c143a5198a4,Sheilah526 Durgan499,F,GENERAL PRACTICE,1015 CHESTNUT ST,PHILADELPHIA,PA,19107-4308,40.009376,-75.133346,59
cc82a293-0fa2-3eff-a5b2-d32137fbdc81,159f0e56-efa3-3f1a-86b8-fa5fccb2a02f,Andre610 Blick895,F,GENERAL PRACTICE,80 W BALTIMORE AVE,LANSDOWNE,PA,19050-2126,39.940758,-75.276031,153
74ae424a-214a-33a3-a0b7-fb16eac6aad4,a06f3e16-ef01-3592-b4e1-58ba49dc28ff,Valorie864 Hayes766,F,GENERAL PRACTICE,826 BUSTLETON PIKE,FEASTERVILLE TREVOSE,PA,19053-6066,40.150936,-74.981984,33
7b0ffe3c-5349-3445-9d44-c3942e5eda6e,7295ba9a-2e03-378c-9c04-0a4a8c05d627,Cathy455 Keebler762,F,GENERAL PRACTICE,1404 W CHESTER PIKE,HAVERTOWN,PA,19083-2813,39.986667,-75.27147,35
d48196de-5215-3a91-b064-fd2e2a0f35cf,47889d11-d203-3566-b257-db1aaea0b0a5,Hugo693 Carrion142,M,GENERAL PRACTICE,1227 DUNDEE DR,DRESHER,PA,19025-1617,40.114808,-75.180152,81
f6df7327-e965-3ac3-955a-87a08a3fa09a,0754ab4a-4815-3c0d-a7ab-0573ced2bd62,Nathanael908 Labadie908,M,GENERAL PRACTICE,938 PRINCETON AVE,PHILADELPHIA,PA,19111-4107,40.009376,-75.133346,83
e125a0db-27b5-3a32-b267-3ce458976bc5,a36c8f72-e10e-3529-9ec7-025e3e9d79aa,Marc757 Lind531,M,GENERAL PRACTICE,309 HUNTINGDON PIKE,ROCKLEDGE,PA,19046-4447,40.082221999999994,-75.08981,412
6ca54f64-71e3-3c6b-a782-4145002b2b6b,21701d27-e137-33c5-80fb-ca0a9401a5e9,Candie120 Parker433,F,GENERAL PRACTICE,5922 N BROAD ST,PHILADELPHIA,PA,19141-1802,40.009376,-75.133346,74
69d2c8c1-0d22-3785-883a-1b0a53e4d8cb,37e9e0c6-b63d-3d2d-bdbd-8e3faf2fc196,Shirley182 Ziemann98,M,GENERAL PRACTICE,4802 -7 NESHAMINY BLVD,BENSALEM,PA,19020-1041,40.086492,-74.94453399999998,63
491646c2-2d30-3ad0-9877-17883b5ce66a,c87486ff-1231-30a9-a6d8-f02d942d49f7,Neville893 Osinski784,M,GENERAL PRACTICE,210 W RITTENHOUSE SQ,PHILADELPHIA,PA,19103-5726,40.009376,-75.133346,38
0f2da652-055c-38eb-a4e9-24ad30d8c284,87dfca7f-7457-35c0-a6be-e7e7acbd7810,Kristy290 Hansen121,F,GENERAL PRACTICE,261 OLD YORK RD,JENKINTOWN,PA,19046-3706,40.096266,-75.129632,37
6b870a84-3f13-3fb1-9d7d-fcc0b291ea07,d950c310-57d9-3d53-83fa-0a566de65ad6,Song837 Rolfson709,F,GENERAL PRACTICE,1016 BETHLEHEM PIKE,ERDENHEIM,PA,19038-7703,40.085619,-75.1941,225
b5cbb7cc-0524-396e-be97-28deccd0adc7,c0a3380a-d21f-31a9-9bcf-39c4dc0b0978,Herb645 Dibbert990,M,GENERAL PRACTICE,2100 W GIRARD AVE,PHILADELPHIA,PA,19130-1400,40.009376,-75.133346,32
f2162ccf-8ada-348e-aa66-a3f658462c74,e17b5539-1e09-38f2-9de8-d0c3e90ad4c6,Zack583 Marvin195,M,GENERAL PRACTICE,4641 ROOSEVELT BLVD,PHILADELPHIA,PA,19124-2343,40.009376,-75.133346,50
c15bdeb3-9024-3450-b0c3-fbcf9f19aecd,0d956116-d567-3d54-9bc2-9887f924efff,Edelmira985 Buckridge80,F,GENERAL PRACTICE,1350 ST RD,BENSALEM,PA,19020-4259,40.086492,-74.94453399999998,32
cad6b94e-0de9-35d7-bbfe-4c1e85406b1a,51e7f9c9-0987-388d-aa49-64a7a32f2d54,Shaquita282 Daniel959,F,GENERAL PRACTICE,261 OLD YORK RD,JENKINTOWN,PA,19046-3706,40.096266,-75.129632,15
966b9977-10be-3ed7-b249-bf5d6aa4b366,a5cb69a4-7409-332d-849f-81a1e054d615,Micah422 Berge125,M,GENERAL PRACTICE,8601 W CHESTER PIKE,UPPER DARBY,PA,19082-1101,39.963735,-75.252615,65
6e2888f3-06ab-390c-a471-ba3e0d6fd299,1de1878b-eb54-353f-8084-29a0e871e27b,Anita473 Navarro863,F,GENERAL PRACTICE,376 ELMWOOD AVE,FEASTERVILLE,PA,19053-3303,40.154001,-74.991563,561
9083faad-eaf6-3346-b2ed-36b036a47834,0a4cf838-7234-3fb5-b7d2-e7dbb657a03e,Allan198 Langosh790,M,GENERAL PRACTICE,1407 BETHLEHEM PIKE,FLOURTOWN,PA,19031-1946,40.1052,-75.20688299999999,63
d21ab6f9-ceb9-34a5-aad7-a1e5fe9de1f4,4e32e619-4b1c-34de-9728-e502b96a1a90,Ira784 Swaniawski813,M,GENERAL PRACTICE,330 W OREGON AVE,PHILADELPHIA,PA,19148-4723,40.009376,-75.133346,28
148f0da3-134b-3c24-8466-b6a1ced14b00,e1fc4748-f453-3596-8ddc-bc0a56e3092b,Liberty95 Stehr398,F,GENERAL PRACTICE,7500 CENTRAL AVE,PHILADELPHIA,PA,19111-2431,40.009376,-75.133346,73
2bd2d09f-7b60-3624-a227-3e554e09a197,fe7680dd-dfb2-3f7a-9681-37daf5c6920a,Alex454 Fisher429,M,GENERAL PRACTICE,1701 BETHLEHEM PIKE,FLOURTOWN,PA,19031-1112,40.1052,-75.20688299999999,63
c342446c-4269-3754-ba12-59aba32488d1,6979f148-4b66-386d-a978-b6ebc3635e52,Janell58 Lockman863,F,GENERAL PRACTICE,8326 CHILDS RD,WYNDMOOR,PA,19038-7502,40.085619,-75.1941,205
c29f5a6c-7030-3263-87ba-cda7263c495b,d1e36d94-2fc3-3d5f-be90-36570103f56c,Anissa357 Brown30,F,GENERAL PRACTICE,137 N NARBERTH AVE,NARBERTH,PA,19072-1923,40.007677,-75.263451,84
981c83a5-a016-3eb6-a7cb-4b6ccab20d15,6877ecc0-a961-33f2-ac22-eda787e72e09,Lamar193 Hettinger594,M,GENERAL PRACTICE,6099 FRANKFORD AVE,PHILADELPHIA,PA,19135-4406,40.009376,-75.133346,30
a9ca03e2-efcc-399b-9f84-c1c9cfb0edba,a83e0a63-5f1d-3854-8440-22df8e12f625,Maudie129 Zieme486,F,GENERAL PRACTICE,7715 WHITAKER AVE,PHILADELPHIA,PA,19111-2854,40.009376,-75.133346,29
3bc1ec9a-8f76-3043-becb-b9af9536b20f,6fa86863-9a81-39dd-80e3-2189672bf254,Agripina633 Daniel959,F,GENERAL PRACTICE,3161 HULMEVILLE RD,BENSALEM,PA,19020-4306,40.086492,-74.94453399999998,88
ed3445cb-20b6-3104-bb15-97ad673c29a5,4f6841f3-8085-3da6-b3ee-b9167f39e5a1,Jack927 Ward668,M,GENERAL PRACTICE,157 GREEN VALLEY RD,UPPER DARBY,PA,19082-1307,39.963735,-75.252615,242
fe85ab67-885f-3721-aafe-6ea7dcdd93b7,71ef2dec-4ae7-33f6-8ce4-fc19ae027e3a,Emilio417 Pedroza523,M,GENERAL PRACTICE,2922 ARCH RD,PLYMOUTH MEETING,PA,19462-7164,40.109903,-75.279815,56
f1006ba0-f30b-3c80-9f3c-19fc89605688,e70193f8-e3fe-3718-9b02-b0ba57e603bb,Joshua658 Hilll811,M,GENERAL PRACTICE,2300 S BROAD ST,PHILADELPHIA,PA,19145-4462,40.009376,-75.133346,61
f576a56c-e8e5-37c0-8d76-344892e44e7c,089c95ff-aa24-3a5f-b222-1aee8dd44fb8,Ling534 Johns824,F,GENERAL PRACTICE,2404 BRISTOL RD,BENSALEM,PA,19020-6002,40.086492,-74.94453399999998,41
c680de67-b152-35b3-a474-dd4c4a0e4bcc,111b5960-b905-3598-bfd7-42c2e511f1d6,Jordon466 Christiansen251,M,GENERAL PRACTICE,51 N 39TH ST,PHILADELPHIA,PA,19104-2640,40.009376,-75.133346,30
25c64036-a09d-32df-b623-c9d1e56b18ef,1454ca82-6f35-3c31-b790-b55149d46f22,Kala987 Hane680,F,GENERAL PRACTICE,2642 E ONTARIO ST,PHILADELPHIA,PA,19134-5338,40.009376,-75.133346,66
a34c2c37-bcdc-3abc-bf4f-cca6b8bee59f,6abc08e6-8037-3df9-884e-3f0d15363d03,Julia241 Wiegand701,F,GENERAL PRACTICE,4 E GERMANTOWN PIKE,PLYMOUTH MEETING,PA,19462-1533,40.109903,-75.279815,50
dbcaed60-a818-371d-9eaa-db7f9b39a53e,e0c13d10-0292-30e1-920c-0cca80ed75a8,Alberto639 Murazik203,M,GENERAL PRACTICE,25 WASHINGTON LANE,WYNCOTE,PA,19095-1403,40.091506,-75.146279,152
03d12e40-9566-359a-ac65-c22cba5b1510,fbc09024-26a4-3467-8190-b952566f7498,Glennie916 Conn188,F,GENERAL PRACTICE,822 PINE ST,PHILADELPHIA,PA,19107-6187,40.009376,-75.133346,130
8db7eb04-6289-381f-84c0-3db24b3df579,daa79fc5-18fc-3402-b5ff-44f6fbde4092,Layla49 Emard19,F,GENERAL PRACTICE,230 S BROAD ST,PHILADELPHIA,PA,19102-4107,40.009376,-75.133346,6
b2173618-5442-3db4-8f50-bccb95323585,50f43621-3eeb-35cc-8b51-bfd8f92aa041,Isabela97 Crespo500,F,GENERAL PRACTICE,255 S 17TH ST,PHILA,PA,19103-6210,40.009376,-75.133346,28
96e6cde7-b4bd-394f-9eb1-72aa0c2c793a,06e9a99f-b205-37f8-a9f3-644eca4060ec,Bambi5 Balistreri607,F,GENERAL PRACTICE,822 PINE ST,PHILADELPHIA,PA,19107-6187,40.009376,-75.133346,37
abd85dd1-8d96-374d-bc66-876b9037a3b1,6e2f2019-733a-3399-869f-986a85528e0a,Cornelia505 Prosacco716,F,GENERAL PRACTICE,1326 SPRUCE ST,PHILADELPHIA,PA,19107-5834,40.009376,-75.133346,71
30ad86a3-f96f-36cf-b38e-bf1e0e5d0439,2490ae03-67e8-3f28-b7f5-85ffd0585ff0,Truman805 Considine820,M,GENERAL PRACTICE,1845 WALNUT ST,PHILADELPHIA,PA,19103-4718,40.009376,-75.133346,73
2627dbf0-2d39-39a4-9831-53e2a36bfb82,324c99c0-3a12-3967-b2a8-a5df70c9d1c8,Benjamín452 Mesa630,M,GENERAL PRACTICE,115 E GLENSIDE AVE,GLENSIDE,PA,19038-4618,40.10321,-75.151772,48
04bd34e4-716f-3354-af21-b008a341fc66,17fcdacf-b69b-312c-8864-c60e2938157a,Ivory697 Erdman779,M,GENERAL PRACTICE,255 S 17TH ST,PHILADELPHIA,PA,19103-6228,40.009376,-75.133346,68
2c268209-19b4-38db-b2b2-c1ac8026c3e4,d4110c60-f411-38b9-8cc6-ae2aa98ece8b,Craig656 Watsica258,M,GENERAL PRACTICE,25 WASHINGTON,WYNCOTE,PA,19095-1403,40.091506,-75.146279,61
8fbf8ec9-28e1-3a21-9538-e37eb6c75042,a820993b-a956-3d07-8a7d-e7d2edfb8de1,Rocco842 Olson653,M,GENERAL PRACTICE,903 E WILLOW GROVE AVE,WYNDMOOR,PA,19038-7909,40.085619,-75.1941,199
bef81471-9d33-3e70-8ffa-b6202a8c8bdb,89345b4c-b9bc-32c8-ab0d-2fb7a0143dd4,Joshua658 Cremin516,F,GENERAL PRACTICE,255 S 17TH ST,PHILADELPHIA,PA,19103-6231,40.009376,-75.133346,45
165377fc-a304-3b9b-8aa8-610f38104f6f,0740b480-c923-311b-bc1f-774897be2169,Lynwood354 McCullough561,M,GENERAL PRACTICE,25 WASHINGTON LN,WYNCOTE,PA,19095-9997,40.091506,-75.146279,190
153db496-cc54-3fe8-be14-fb6e70be8cdb,e6d5f0db-a607-3352-89b2-a2c19d2bfc22,Emmy828 Murazik203,F,GENERAL PRACTICE,261 OLD YORK RD,JENKINTOWN,PA,19046-3722,40.096266,-75.129632,63
fb01609f-01b4-3bf4-812e-182754626dfa,8b2598e0-2afd-325c-a546-c4e474dc235d,Weldon459 Tromp100,M,GENERAL PRACTICE,1213 BETHLEHEM PIKE,FLOURTOWN,PA,19031-1941,40.1052,-75.20688299999999,16
8fd812ad-a5d4-3443-bf0b-233fbe281d3b,0b553e64-9bb3-30b5-bad1-8f4eca5a3299,Buddy254 Effertz744,M,GENERAL PRACTICE,31 BN NARBERTH AVE,NARBERTH,PA,19072-2347,40.007677,-75.263451,171
e00f52fb-c41e-386a-b528-3d68d5d11f5d,acb670ec-a34f-3141-bd56-6e59ca867315,Harley673 Senger904,M,GENERAL PRACTICE,1 WYNNEWOOD CT,NARBERTH,PA,19072-1729,40.007677,-75.263451,59
6d5005af-a334-34bd-b9a3-5b9aff7a6ebc,529fb86d-b4c3-3137-8b4f-0770e22cd86c,Dorcas534 Langosh790,F,GENERAL PRACTICE,300 E LANCASTER AVE,WYNNEWOOD,PA,19096-2142,39.986667,-75.27147,45
2f300179-89b7-3eeb-a737-f488fc300c51,1a868da1-bc39-3964-9407-b8ae8762fdcd,Sonia106 Ontiveros947,F,GENERAL PRACTICE,2442 ASHBOURNE RD,WYNCOTE,PA,19095-2213,40.091506,-75.146279,37
0dce58cf-8e35-36c2-b58f-1c8cdf7d0457,2626674b-47c5-398c-84e7-bfff170ca77c,Pablo44 Mascareñas995,M,GENERAL PRACTICE,1016 BETHLEHEM PIKE,ERDENHEIM,PA,19038-7703,40.085619,-75.1941,159
46703c93-6b84-395c-bd2a-6f42d3f727e4,a23ea491-f63c-33e9-b07a-528b0865d87e,Samara159 Abernathy524,F,GENERAL PRACTICE,261 OLD YORK RD,JENKINTOWN,PA,19046-3715,40.096266,-75.129632,110
5abdb955-b2dd-365a-85e3-4570adfd3da3,c26475f3-f0c3-3590-a2be-9a14ef9078a9,Roslyn469 Hayes766,F,GENERAL PRACTICE,6827 GERMANTOWN AVE,PHILADELPHIA,PA,19119-2113,40.009376,-75.133346,34
c43c2a4f-dbdc-36e2-b1af-76b958bd80b2,2f3de04a-8a64-36f7-a127-378c26864aad,Tam840 Satterfield305,F,GENERAL PRACTICE,8011 W CHESTER PIKE,UPPER DARBY,PA,19082-1317,39.963735,-75.252615,200
d1e030b4-2eb5-3174-ad61-65b52b3299e7,f7c2a8a3-6af4-3758-a334-51b7a2991271,Yulanda554 Keebler762,F,GENERAL PRACTICE,1528 WALNUT ST,PHILADELPHIA,PA,19102-3613,40.009376,-75.133346,71
27e5ce46-29e2-34b7-9a81-a9c35f0d8efb,43e77b03-9eec-35d4-8e5e-e5289272f0d2,Barry322 Luettgen772,M,GENERAL PRACTICE,4612 OVERLAND RD,BENSALEM,PA,19020-1018,40.086492,-74.94453399999998,47
9bc898b8-c31a-3a74-817b-b8c9de18fb19,bbe09277-baec-3dd8-b983-42d0e20ff806,Grace552 Franecki195,F,GENERAL PRACTICE,3998 RED LION RD,PHILADELPHIA,PA,19114-1440,40.009376,-75.133346,67
d57b04c0-38ee-3fdc-ba7a-83c4600bc2ac,5453a8dd-30a2-3071-85fb-ea85167f08b0,Deedra511 Batz141,F,GENERAL PRACTICE,255 S 17TH ST,PHILADELPHIA,PA,19103-6212,40.009376,-75.133346,48
4dd49ee3-9621-333c-a89d-83ebcca74191,c4a4d1ca-bd4b-3334-b018-18d85aab6ddf,Arlie183 Lynch190,M,GENERAL PRACTICE,2050 BUTLER PIKE,PLYMOUTH MEETING,PA,19462-1800,40.109903,-75.279815,34
577deb8a-bed3-3919-a579-cff320855a1e,ecb9e00b-ee72-348b-867c-56a9b2d59e81,Alan320 Jacobi462,M,GENERAL PRACTICE,2000 GRANT AVE,PHILADELPHIA,PA,19115-4355,40.009376,-75.133346,28
9cc66bdd-353c-3d75-a46c-a4d23a5ff0a5,b1eeac46-9f0e-3e11-9c42-77c2d7a639dd,Darron84 Gusikowski974,M,GENERAL PRACTICE,114 FORREST AVE,NARBERTH,PA,19072-2218,40.007677,-75.263451,60
