Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
98208a29-4b63-1b9a-1559-b3e1faaa13cd,1960-12-31,,999-10-2546,S99971160,X5607405X,Mrs.,Jill895,Osinski784,,Doyle959,M,native,nonhispanic,F,Washington  Pennsylvania  US,700 Kautzer Estate,Philadelphia,Pennsylvania,Philadelphia County,19103,40.064544482253055,-75.20534095231714,1718695.2575,12674.182499999999
33a497e0-5103-7b4a-ffc5-50307bef10a6,1955-02-19,,999-73-2301,S99947623,X22067599X,Mr.,Abraham100,Predovic534,,,M,white,nonhispanic,M,Nanticoke  Pennsylvania  US,709 Beahan Spur Unit 81,Philadelphia,Pennsylvania,Philadelphia County,19136,39.99558958512909,-75.09241835786594,709596.518,440191.7720000001
e17076ca-52cd-00ba-4a88-24afe8ab6fbc,1950-04-25,,999-65-2284,S99942282,X43846629X,Ms.,Wanda961,Marks830,,,S,black,nonhispanic,F,Philadelphia  Pennsylvania  US,740 Medhurst Gardens Unit 4,Philadelphia,Pennsylvania,Philadelphia County,19106,39.98578621903499,-75.2189194112415,260129.92049999995,292408.48949999985
3aa6ad01-5e32-431b-580e-c046ce78f979,1954-10-26,,999-91-6340,S99917718,X72909507X,Mrs.,Carmina141,Gulgowski816,,Leannon79,M,white,nonhispanic,F,Snyder  Pennsylvania  US,840 Wiza Highlands Unit 97,Philadelphia,Pennsylvania,Philadelphia County,19116,40.048030867435855,-75.21602208570621,2640002.7865000004,533244.8135
f538aa99-c106-370e-15ae-f7f362327216,1952-11-03,,999-68-2905,S99915398,X61176304X,Mr.,Luis Miguel102,Tórrez28,,,M,white,hispanic,M,Ponce  Puerto Rico  PR,967 Koss Quay Unit 9,Philadelphia,Pennsylvania,Philadelphia County,19132,39.993486976745054,-75.16994491300946,1746630.0695000004,55223.76050000003
1ebfcfbc-60fc-fc01-2bdf-b4947e92144a,2002-08-17,,999-16-8350,S99941207,,Ms.,Cecilia788,Fonseca493,,,,black,nonhispanic,F,Caguas  Puerto Rico  PR,1026 Bradtke Harbor,Philadelphia,Pennsylvania,Philadelphia County,19102,40.0789945992471,-75.16807891519716,503325.53,1145.7899999999997
cc086ce6-67b3-e4f0-1903-9d0b4ea13b16,1940-08-22,,999-69-6764,S99930964,X36367853X,Ms.,Barbie211,Spencer878,,,S,white,nonhispanic,F,Exeter  Pennsylvania  US,961 McLaughlin Dale,Philadelphia,Pennsylvania,Philadelphia County,19111,40.069462292411494,-75.14442213575612,2288072.3554999987,693181.8544999997
9e50590c-7989-ea1c-1119-752535d90dd6,1963-01-22,,999-60-5280,S99999404,X58149368X,Mr.,Xavier983,Bartoletti50,,,S,black,nonhispanic,M,Middletown  Pennsylvania  US,971 Weber Byway Apt 87,Philadelphia,Pennsylvania,Philadelphia County,19133,39.85477919607165,-75.19125335746436,1442105.535,6953.085
5140665c-f862-4d73-b728-507b91674ce2,1978-05-31,,999-45-5506,S99984033,X52377240X,Mr.,Leonardo412,Raynor401,,,S,hawaiian,nonhispanic,M,Oxford  Pennsylvania  US,119 Hoeger Light,Philadelphia,Pennsylvania,Philadelphia County,19141,40.10061088331555,-75.21915951874077,1108251.0025,7482.727499999999
144a5da0-c7ff-d60f-465f-aa091dd417a9,1992-11-05,,999-95-1021,S99991068,X23787913X,Mrs.,Leonore418,Eichmann909,,Crist667,M,black,nonhispanic,F,Hazleton  Pennsylvania  US,792 Roob Union Unit 93,Philadelphia,Pennsylvania,Philadelphia County,19107,39.97987277395882,-75.22430683389364,511266.0545,956497.5154999997
9dbd5a1b-c2d6-c5e8-111a-001b54c872dd,1989-06-19,,999-75-3835,S99921886,X24821169X,Mr.,Federico589,Portillo767,,,M,white,hispanic,M,Tegucigalpa  Francisco Morazán  HN,192 Larson Trafficway Suite 70,Philadelphia,Pennsylvania,Philadelphia County,19127,40.030655735379746,-75.12263637484494,1527695.5250000004,22754.895000000004
a55a29ce-b1a8-7155-200d-7f9ec250747d,1953-11-05,,999-50-5694,S99919850,X17587010X,Mrs.,Floy720,Parisian75,,Herman763,M,white,nonhispanic,F,Phoenixville  Pennsylvania  US,641 Fay Skyway,Philadelphia,Pennsylvania,Philadelphia County,19152,39.9221587629848,-75.16554854633658,2411348.8889999995,507850.851
6ad41bbf-88c6-7050-759d-07292527ceaf,1993-10-27,,999-84-9678,S99918615,X51993050X,Mr.,Kenneth671,Mills423,,,S,white,nonhispanic,M,Sayre  Pennsylvania  US,612 Bauch Plaza Suite 29,Philadelphia,Pennsylvania,Philadelphia County,19116,39.94979121418924,-75.17650734759653,1394015.5600000003,318.9899999999999
4f4fa3fd-9ed0-50b6-4362-a044a805f811,1970-01-25,,999-10-8073,S99938365,X5592723X,Ms.,Dione665,Carter549,,,S,asian,nonhispanic,F,Harmony  Pennsylvania  US,587 McCullough Heights Suite 75,Philadelphia,Pennsylvania,Philadelphia County,,40.00229440773355,-75.122838014885,1742488.1139999998,275620.876
f597786e-4892-577f-2877-04b3d0be4364,1951-01-27,,999-72-6191,S99968970,X67311794X,Mrs.,Drema139,Heaney114,PhD,Quitzon246,M,black,nonhispanic,F,Monroe  Pennsylvania  US,847 Cartwright Station,Philadelphia,Pennsylvania,Philadelphia County,19148,40.054220696898845,-75.19382213511584,2575118.4899999998,53194.18000000001
d5ffb8e9-656b-defb-d97f-884ecc9d2cf5,1990-11-18,,999-18-9967,S99999050,X12372887X,Mr.,Mateo562,Feliciano160,,,S,white,hispanic,M,Kingston  Kingston  JM,237 Stracke Divide,Philadelphia,Pennsylvania,Philadelphia County,19123,40.087977548026664,-75.2154768053504,800519.155,4734.255
66b9121c-1507-1ec7-ee30-1066576af513,1945-05-29,,999-73-2359,S99994809,X18135993X,Ms.,Matilda472,Kuvalis369,,,S,white,nonhispanic,F,East McKeesport  Pennsylvania  US,935 Jerde Loaf,Philadelphia,Pennsylvania,Philadelphia County,19137,40.026779596688336,-75.02591238199028,873684.9294999996,217131.99050000004
59bb335b-8279-03d2-0bfa-fc900e75f8a0,1941-01-25,,999-47-3534,S99972366,X85466395X,Ms.,Kena893,Gibson10,,,S,white,nonhispanic,F,Findlay  Pennsylvania  US,329 Quitzon Forge,Philadelphia,Pennsylvania,Philadelphia County,19133,39.98880437791324,-75.18429032917359,3200177.2455000007,1221188.4345
b13e3183-98c9-bee6-59e9-7a0f9ebdb313,2002-02-15,,999-66-2134,S99967740,,Mr.,Herb645,Ullrich385,,,,black,nonhispanic,M,Pittsburgh  Pennsylvania  US,341 Green Club Unit 45,Philadelphia,Pennsylvania,Philadelphia County,19139,39.982601360121066,-75.1930963798248,1180862.6800000002,1022.13
21436353-a3ac-90c3-ab64-19eb5e06cb04,1954-12-30,,999-37-1007,S99982137,X77367798X,Ms.,Felicia295,Prosacco716,,,S,black,nonhispanic,F,Frackville  Pennsylvania  US,776 Trantow Brook Apt 85,Philadelphia,Pennsylvania,Philadelphia County,19120,39.842525671129984,-75.17022003097797,1717880.3199999994,39271.33000000001
b2ecc141-b58b-2c27-fff9-7b2b6bc43cac,1947-03-15,,999-11-5980,S99944349,X29849384X,Mr.,Herman763,Senger904,,,M,white,hispanic,M,Derry  Pennsylvania  US,378 Erdman Common Suite 55,Philadelphia,Pennsylvania,Philadelphia County,19140,39.91381415234858,-75.15543925330971,228721.42149999985,8998.048499999999
4e995b86-6642-568f-3b51-25fa5ae284bd,1952-06-10,,999-83-2638,S99985660,X62723034X,Mrs.,Hildegarde627,Hilpert278,,Kuhlman484,M,white,nonhispanic,F,Kittanning  Pennsylvania  US,529 Konopelski Brook,Philadelphia,Pennsylvania,Philadelphia County,19119,40.080246614850715,-75.07624014103659,2552132.4384999997,449688.1715
79ddd518-41cf-d9bf-28b3-e5a00ee777af,1989-02-26,,999-88-3275,S99940822,X46939225X,Mrs.,Dedra50,Dickens475,,Moore224,M,black,nonhispanic,F,Conemaugh  Pennsylvania  US,461 Wiegand Frontage road Unit 65,Philadelphia,Pennsylvania,Philadelphia County,19154,40.089319495140636,-75.0232648620592,995295.723,374592.56700000004
3097eef1-63ab-abdf-4adb-76ad6ee2cd7e,1971-12-12,,999-18-8273,S99915927,X58054276X,Mrs.,Aleta47,Sipes176,,Kovacek682,M,black,nonhispanic,F,Derry  Pennsylvania  US,772 Wisoky Harbor,Philadelphia,Pennsylvania,Philadelphia County,19116,40.073960988298154,-75.15424852737902,219370.30650000012,1056405.8235000002
f7c3e874-cd21-58f5-7879-0fc4ba7e7ebb,2003-04-10,,999-71-1585,S99941802,,Ms.,Adrianne466,Daniel959,,,,white,nonhispanic,F,Riverview Park  Pennsylvania  US,224 Batz Manor Unit 71,Philadelphia,Pennsylvania,Philadelphia County,19128,40.012508854028745,-75.15950845751935,500558.285,32.295
e97a32b1-d08c-8ca4-7937-c10f65ab4d68,1985-10-02,,999-29-6557,S99970586,X50524230X,Mr.,Rudolf736,Sipes176,JD,,M,white,nonhispanic,M,Butler  Pennsylvania  US,414 Kuhn Extension,Philadelphia,Pennsylvania,Philadelphia County,19133,40.050973881994125,-75.08147106968588,920821.955,15292.935000000001
8c984599-ac5e-1726-b0ad-475992f7faa0,1987-06-15,,999-33-7695,S99962087,X56857261X,Mr.,Felipe97,Ritchie586,,,M,white,nonhispanic,M,Norristown  Pennsylvania  US,371 Bartoletti Vista Apt 12,Philadelphia,Pennsylvania,Philadelphia County,19103,40.09663789902572,-75.23546568388925,835074.21,2144.7599999999998
ed9f293e-02d3-86c1-9fda-84e6033fc83a,1971-03-10,,999-88-6230,S99954672,X43378946X,Mrs.,María del Carmen27,Robledo967,,Moya426,M,black,hispanic,F,Bogota  Bogota  CO,951 Homenick Gate,Philadelphia,Pennsylvania,Philadelphia County,19150,40.04216819045321,-75.21346385248296,474546.4139999999,99809.71600000001
cbf194b5-49c1-5ae1-1291-87f869a1c41b,1957-09-01,,999-19-9788,S99994921,X86297279X,Mr.,Jon665,D'Amore443,,,M,asian,nonhispanic,M,Rapho  Pennsylvania  US,949 Reichert Overpass Apt 37,Philadelphia,Pennsylvania,Philadelphia County,19112,40.07541689215519,-75.02385108882991,1658986.6200000003,2903.3399999999997
88e52fa1-3ab0-26f7-5e14-341cb9cad363,1999-03-01,,999-55-7719,S99998192,X45500100X,Mr.,Sancho742,Becerra708,,,,white,hispanic,M,San Juan  Puerto Rico  PR,152 Schroeder Gate Unit 44,Philadelphia,Pennsylvania,Philadelphia County,19107,40.09452395460353,-75.11468235095639,591458.4925,570.2175
46a75e90-05a2-871e-41f0-133a753e2623,1988-05-07,,999-68-2263,S99924834,X80927297X,Mrs.,Sang383,Fisher429,,Huels583,M,white,nonhispanic,F,Drexel Hill  Pennsylvania  US,421 Ruecker Plaza Unit 52,Philadelphia,Pennsylvania,Philadelphia County,19138,39.94932078178971,-75.18968127155526,144949.8205,564486.5895000002
c0fabdeb-9a07-7046-c996-c57ce27c5e1f,1967-11-03,,999-29-9250,S99982315,X14519630X,Mrs.,Nguyet780,Rutherford999,,Dach178,M,white,nonhispanic,F,Pittsburgh  Pennsylvania  US,687 Kohler Bay Unit 18,Philadelphia,Pennsylvania,Philadelphia County,19128,39.96588317634406,-75.22607894532261,1572587.8395,410349.8205
d66b6fdb-e056-8025-8339-b3db035a5907,1946-04-02,,999-88-7833,S99965779,X71700338X,Mr.,Anton902,Bogisich202,,,M,black,nonhispanic,M,Connellsville  Pennsylvania  US,754 Ondricka Tunnel,Philadelphia,Pennsylvania,Philadelphia County,19139,39.886073026754715,-75.17300638737942,2003397.4125000008,80653.19749999998
2dc16db1-e494-9f58-aec8-b82843ea0f7d,1967-01-28,,999-22-7828,S99910976,X71404129X,Mrs.,Dorotea472,Muñoz828,,Ortiz186,M,white,hispanic,F,Santo Domingo  National District  DO,715 Spinka Fork,Philadelphia,Pennsylvania,Philadelphia County,19124,40.02732205070041,-75.1817216460874,1388132.0535000002,39020.8065
ae814617-1f2a-12c6-1ac7-7342d184b52f,1958-09-03,,999-83-8906,S99955472,X6810956X,Mr.,Marcus77,Bashirian201,,,S,black,nonhispanic,M,West Bradford  Pennsylvania  US,630 Schowalter Walk,Philadelphia,Pennsylvania,Philadelphia County,19148,39.91498211165694,-75.15480057459146,1655888.6149999993,32393.295000000006
62359f0d-b9ce-ced3-3c9f-7061bb6b7892,1982-12-17,,999-37-1416,S99970630,X44471081X,Ms.,Felice694,O'Reilly797,,,S,white,nonhispanic,F,Pulaski  Pennsylvania  US,427 Christiansen Dale Suite 31,Philadelphia,Pennsylvania,Philadelphia County,19111,39.960792546418105,-75.17614604787379,1066286.953,304448.48699999996
d997a6fc-954e-0670-ee1d-a2e6b45b17b5,1978-01-11,,999-39-5685,S99994736,X47817573X,Mrs.,Tammara379,Sporer811,,Stark857,M,white,nonhispanic,F,Ferguson  Pennsylvania  US,545 Feil Way Suite 77,Philadelphia,Pennsylvania,Philadelphia County,19130,40.05348079533325,-75.21658223928546,1780702.4040000006,18512.156000000003
913d230b-4679-1834-a6d3-dfbd8d38b791,1978-02-03,,999-58-8510,S99990742,X51955988X,Mrs.,Shanta449,Reichel38,,Grady603,M,black,nonhispanic,F,West Hempfield  Pennsylvania  US,999 Mayert Light,Philadelphia,Pennsylvania,Philadelphia County,19131,40.027217616033695,-75.02578234172562,976612.9590000001,148587.771
5915a54c-1e2f-89ed-09ef-d82604c03eb4,1977-08-26,,999-71-8799,S99932534,X38335166X,Mrs.,Kathy623,King743,,Langworth352,M,white,nonhispanic,F,Lower Salford  Pennsylvania  US,730 Langosh Key,Philadelphia,Pennsylvania,Philadelphia County,19107,40.04744289491839,-75.073744858706,2215921.2590000005,228661.80099999998
66bf16ff-360f-4a1e-0af8-7507ba2fb8b5,1965-09-24,,999-64-9213,S99965010,X79325796X,Mrs.,Lorena247,Sáenz811,,Salas880,M,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,441 Morissette Hollow Unit 82,Philadelphia,Pennsylvania,Philadelphia County,19143,39.943694755819244,-75.19056259848522,2595945.3880000003,910533.4119999999
8ce68f76-b0ad-c57f-0e81-99d06f969589,1960-01-03,,999-93-4214,S99980930,X21733120X,Mr.,Gregorio366,Rutherford999,,,S,white,nonhispanic,M,Point  Pennsylvania  US,149 Sipes Crossroad,Philadelphia,Pennsylvania,Philadelphia County,19120,40.065290143869476,-75.18894332635425,1758982.2825,35935.5375
b6a4d810-b08c-9f2b-0f61-e3f307e144d1,1943-05-28,,999-76-7843,S99993796,X80856270X,Mr.,Giuseppe872,Romaguera67,,,M,black,nonhispanic,M,Philadelphia  Pennsylvania  US,439 Yost Ranch,Philadelphia,Pennsylvania,Philadelphia County,19122,40.06758947857111,-75.05373239071204,1907952.2110000006,98979.559
8f8c9f43-5431-c3d3-8519-7f1bab1514fb,1984-12-15,,999-39-7135,S99962274,X21587442X,Mr.,Clayton230,Towne435,,,M,white,nonhispanic,M,DuBois  Pennsylvania  US,595 Huels Skyway Unit 46,Philadelphia,Pennsylvania,Philadelphia County,19126,39.97930835450887,-75.1381493733903,862349.9624999999,1209.1875
c813b89c-f2ab-b1b4-f7a9-eda378679590,1982-07-19,,999-34-5090,S99977242,X46251831X,Mrs.,Laurel943,Erdman779,,Schamberger479,M,black,nonhispanic,F,Philadelphia  Pennsylvania  US,163 Adams Corner,Philadelphia,Pennsylvania,Philadelphia County,19128,39.997146803466464,-75.20737105881233,1330315.3500000003,0.0
e36ad613-2eaa-aa30-1442-8ed3b3f7ce07,1950-01-15,,999-94-2920,S99971440,X39973893X,Mr.,Andrea7,Ortiz186,,,M,asian,nonhispanic,M,Warminster  Pennsylvania  US,726 Weber Divide Suite 62,Philadelphia,Pennsylvania,Philadelphia County,19112,40.054256510387006,-75.12204296180063,1770401.0475,22719.842500000006
fc8a96c0-1cdd-e2e5-49d8-4e88d782a695,1971-06-19,,999-89-3845,S99996961,X86255638X,Mrs.,Wilhemina814,Homenick806,,Murphy561,M,black,nonhispanic,F,Penn  Pennsylvania  US,848 Pouros Union,Philadelphia,Pennsylvania,Philadelphia County,19115,39.90268551466251,-75.18617225243594,214459.26300000004,849350.787
a3301e7e-d697-208f-f656-32bf477cbc3c,1985-04-14,,999-90-4759,S99985771,X64833232X,Ms.,Zoraida650,Nader710,,,S,white,nonhispanic,F,Moon  Pennsylvania  US,526 Crist Common Apt 28,Philadelphia,Pennsylvania,Philadelphia County,19137,39.98889917175788,-75.26042826026689,784123.4165000003,96824.5035
b785fed3-c934-9886-e360-12807f224787,1969-02-05,,999-29-2891,S99978882,X49487997X,Mr.,Daryl568,Johnson679,,,M,black,nonhispanic,M,Summerhill  Pennsylvania  US,793 Purdy Junction Apt 20,Philadelphia,Pennsylvania,Philadelphia County,19123,39.86212708743148,-75.22240790205788,178077.51149999996,33835.98849999999
76ea0a4f-de8a-4f4e-c1d2-2496270926ad,1996-11-18,,999-27-4816,S99922972,X88195007X,Ms.,Calista635,Upton904,,,,white,nonhispanic,F,Haverford  Pennsylvania  US,327 Fisher Wynd Unit 38,Philadelphia,Pennsylvania,Philadelphia County,19139,39.955866829830455,-75.17485410181466,558137.095,245265.245
4760e300-3cdf-eec0-228f-12d23297c3b0,1947-01-27,,999-67-8481,S99946212,X61145397X,Mrs.,Ruby458,Fay398,,Effertz744,M,black,nonhispanic,F,Upper Moreland  Pennsylvania  US,1079 Paucek Estate Suite 23,Philadelphia,Pennsylvania,Philadelphia County,19149,39.94197642525049,-75.07553652514898,2371899.3185,44292.501500000006
428319ff-c382-6f78-5b6d-2eac3502e34b,1977-02-21,,999-14-2381,S99979414,X38443292X,Mrs.,Nichelle912,Dickinson688,,Marks830,M,white,hispanic,F,Cecil  Pennsylvania  US,151 Bernhard Gardens,Philadelphia,Pennsylvania,Philadelphia County,19124,40.04948283055655,-75.14957225092587,1420438.2699999998,11506.829999999998
f4325ef1-3f73-dbfd-6e71-89621a7007b6,1943-02-16,,999-13-9927,S99993747,X24035062X,Ms.,Florance664,Gleichner915,,,S,black,nonhispanic,F,Butler  Pennsylvania  US,889 Howell Dam Suite 52,Philadelphia,Pennsylvania,Philadelphia County,19120,39.96638837714251,-75.12361857855225,2888273.2375000003,309869.65249999997
3c85f368-3340-6c24-5181-f278f4508f78,2002-01-09,,999-96-2356,S99959313,X41273108X,Mr.,Cortez851,Hirthe744,,,,black,nonhispanic,M,Menallen  Pennsylvania  US,582 Franecki Way,Philadelphia,Pennsylvania,Philadelphia County,19135,40.04501415399673,-75.10183360398895,64935.71800000001,36398.64199999999
431ecea1-0855-9229-c3dd-b205210589b7,1956-10-28,,999-96-3818,S99947691,X87396468X,Mrs.,Cherilyn114,Morissette863,,Gleichner915,M,white,nonhispanic,F,Warminster Heights  Pennsylvania  US,994 Jenkins Skyway,Philadelphia,Pennsylvania,Philadelphia County,19146,39.98553030223027,-75.21289325391062,2918335.525500001,236261.37449999998
9d32b4a0-b17a-66ce-6f15-b9679aeab22d,1994-09-25,,999-93-9617,S99981803,X7874255X,Mr.,Norberto865,Kutch271,,,M,black,nonhispanic,M,Kelly  Pennsylvania  US,171 Parisian Port Suite 75,Philadelphia,Pennsylvania,Philadelphia County,19106,39.95277198909238,-75.10461351858122,625732.1900000002,0.0
43b9bd2f-9f93-19d5-9cee-edd946e8208f,1969-10-18,,999-63-7093,S99915651,X6396782X,Mr.,Alexis664,Zboncak558,,,M,white,nonhispanic,M,Raubsville  Pennsylvania  US,559 Heaney Trail Unit 81,Philadelphia,Pennsylvania,Philadelphia County,19139,40.02371002933919,-75.14278656514034,1027395.9425000001,19003.597499999996
a22ef08f-b5d0-d500-2d52-ff9b37e81d62,1938-07-23,,999-40-6340,S99967003,X60610580X,Mr.,Dillon740,Schuppe920,,,M,white,nonhispanic,M,Reading  Pennsylvania  US,674 Treutel Crossroad,Philadelphia,Pennsylvania,Philadelphia County,19126,39.97489571238962,-75.17351870263128,2338260.682,807185.328
c957ae61-9d2a-47c7-489c-18f1d6492bcc,1943-01-07,,999-14-4895,S99959463,X22455347X,Mr.,Abe604,Dooley940,,,M,white,nonhispanic,M,North Buffalo  Pennsylvania  US,395 Reichel Run Suite 52,Philadelphia,Pennsylvania,Philadelphia County,19140,40.024909625236475,-75.01864045078831,1954572.1310000003,189778.92899999977
c3aeeac7-874a-f044-8b8b-a0ba6f90d2b3,2002-07-28,,999-98-3911,S99975855,,Mr.,Samuel331,Contreras711,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,580 Simonis Well,Philadelphia,Pennsylvania,Philadelphia County,19111,40.09875503203118,-75.19658979351915,139351.4,0.0
8c2dfa83-64e5-df41-9c22-7424a6657ac3,1948-10-07,,999-81-5075,S99979151,X28573586X,Mr.,Marion502,Gerhold939,,,M,black,nonhispanic,M,Springettsbury  Pennsylvania  US,691 Hartmann Mews,Philadelphia,Pennsylvania,Philadelphia County,19145,39.97667365964136,-75.14813062823124,1258937.295,6824.754999999999
91c4c56d-6510-1e92-6699-2be1b944f5bb,1967-09-24,,999-28-3311,S99971574,X78660253X,Mr.,Lino542,Hansen121,,,M,white,nonhispanic,M,Spring  Pennsylvania  US,552 Howell Way,Philadelphia,Pennsylvania,Philadelphia County,19106,39.991709258941135,-75.19057427700635,1370497.09,4958.459999999999
eb0ce6f5-6128-ab78-f42c-abbf2ed08ecf,1959-07-08,,999-61-1690,S99949663,X84314590X,Mrs.,Jacquelin132,O'Conner199,,Greenholt190,M,black,nonhispanic,F,Upper Darby  Pennsylvania  US,391 Smitham Lock,Philadelphia,Pennsylvania,Philadelphia County,19131,39.967167150229905,-75.24372023800633,2066499.278,19186.542
9473d630-4835-a686-a05f-f597b0ae93be,1993-12-31,,999-80-2535,S99957228,X4525308X,Ms.,Marie754,Towne435,,,S,black,nonhispanic,F,Philadelphia  Pennsylvania  US,172 Quitzon Approach,Philadelphia,Pennsylvania,Philadelphia County,19124,40.05834452986806,-75.11341591194291,647638.8164999998,199353.30349999995
3315d99f-c7ee-33a3-6f82-02d8afce5e8b,1997-10-29,,999-52-2485,S99936476,X87159720X,Ms.,Aleshia311,Heller342,,,,white,nonhispanic,F,Erie  Pennsylvania  US,120 Rau Heights Apt 49,Philadelphia,Pennsylvania,Philadelphia County,19145,40.02737257326267,-75.0975418243037,723394.9955,147815.25449999998
16455326-518e-bd47-874f-e662e38d6e4d,2000-01-28,,999-54-1285,S99929815,X43877487X,Ms.,Burma963,Prohaska837,,,,black,nonhispanic,F,Smithfield  Pennsylvania  US,487 Mosciski Track,Philadelphia,Pennsylvania,Philadelphia County,19147,39.98856531910686,-75.11344716976865,502507.37999999995,650.6099999999999
1ea03242-5b1e-76ec-c89b-e394bc39e0d5,1958-01-11,,999-57-8121,S99972832,X43708747X,Mr.,Alfredo17,Weimann465,,,M,black,nonhispanic,M,Franklin Park  Pennsylvania  US,336 Beahan Common,Philadelphia,Pennsylvania,Philadelphia County,19107,40.165133130690634,-75.04769907639607,2252485.2650000006,87138.315
7b06a748-2c5a-207e-17a9-e160641b63fa,1962-07-01,,999-29-1909,S99977648,X43618783X,Mr.,Andreas188,Hilpert278,,,M,black,nonhispanic,M,York  Pennsylvania  US,829 Botsford Drive Suite 27,Philadelphia,Pennsylvania,Philadelphia County,19140,40.10178227334431,-75.08458101420162,1534360.3624999998,94933.8075
3bed769a-d6f5-603f-ee2b-dec5eaca302e,1968-06-05,,999-47-4539,S99979020,X16413961X,Mrs.,Claudie965,Jakubowski832,,Metz686,M,black,nonhispanic,F,Philadelphia  Pennsylvania  US,669 Towne Skyway Suite 23,Philadelphia,Pennsylvania,Philadelphia County,19144,39.94937131507903,-75.13664891386503,1081521.9215,45314.83849999999
